epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,385.839,2.89761,48.6784,2.47879,0,0,0,0,nan,nan,nan,0.0032716,0.0032716,0.0705556
2,821.866,2.64208,2.95968,2.52032,0,0,0,0,nan,nan,nan,0.00653955,0.00653955,0.0404902
